Left,Label
DB04967,0
DB06288,49
DB06288,0
DB01021,49
DB00213,0
DB00794,49
DB00794,0
DB00944,49
DB05351,0
DB00737,49
DB00556,0
DB00547,49
DB00547,0
DB01275,49
DB01275,0
DB00985,49
DB00985,0
DB00949,49
DB00949,0
DB00980,49
DB00541,0
DB00519,49
DB00519,0
DB00594,49
DB00594,0
DB00967,49
DB01319,0
DB06738,49
DB06738,0
DB00264,49
DB01390,0
DB01202,49
DB00339,0
DB00275,49
DB00918,0
DB01081,49
DB01081,0
DB01437,49
DB00477,0
DB01501,49
DB01501,0
DB00819,49
DB00819,0
DB01086,49
DB00800,0
DB01210,49
DB01579,0
DB08987,49
DB00305,0
DB01214,49
DB01214,0
DB00588,49
DB00588,0
DB00860,49
DB00860,0
DB04953,49
DB00671,0
DB13783,49
DB06292,0
DB06716,49
DB06716,0
DB00363,49
DB00363,0
DB00860,49
DB00736,0
DB00819,49
DB00819,0
DB00768,49
DB00768,0
DB00620,49
DB00620,0
DB01356,49
DB01356,0
DB00750,49
DB00750,0
DB00625,49
DB00625,0
DB01209,49
DB01209,0
DB00393,49
DB01118,0
DB01400,49
DB11575,0
DB09286,49
DB08906,0
DB09038,49
DB09038,0
DB06154,49
DB00527,0
DB01097,49
DB01111,0
DB00846,49
DB01068,0
DB01184,49
DB01604,0
DB01621,49
DB09204,0
DB00934,49
DB00126,0
DB00985,49
DB02703,0
DB01621,49
DB01621,0
DB04920,49
DB04920,0
DB00413,49
DB00413,0
DB01197,49
DB00903,0
DB12532,49
DB09135,0
DB01193,49
DB00309,0
DB00620,49
DB00620,0
DB00998,49
DB00314,0
DB00887,49
DB00887,0
DB00883,49
DB00883,0
DB01059,49
DB01059,0
DB01065,49
DB00920,0
DB13872,49
DB13872,0
DB00588,49
DB08918,0
DB00741,49
DB01282,0
DB01624,49
DB01624,0
DB01626,49
DB01626,0
DB00933,49
DB00570,0
DB01621,49
DB01621,0
DB00310,49
DB08797,0
DB01068,49
DB01068,0
DB00545,49
DB00545,0
DB04743,49
DB04743,0
DB00771,49
DB08826,0
DB01283,49
DB08798,0
DB00641,49
DB00641,0
DB00741,49
DB00741,0
DB09286,49
DB01367,0
DB06813,49
DB00271,0
DB13025,49
DB13025,0
DB01009,49
DB01009,0
DB00747,49
DB00747,0
DB04576,49
DB04576,0
DB00189,49
DB00189,0
DB00270,49
DB00780,0
DB08907,49
DB01433,0
DB00687,49
DB01337,0
DB00620,49
DB00620,0
DB00421,49
DB08896,0
DB00688,49
DB00688,0
DB01359,49
DB01359,0
DB01155,49
DB01155,0
DB01260,49
DB01260,0
DB01282,49
DB13179,0
DB08922,49
DB00153,0
DB01563,49
DB01029,0
DB00494,49
DB00535,0
DB01587,49
DB04794,0
DB00625,49
DB00625,0
DB09273,49
DB00922,0
DB01580,49
DB01580,0
DB01463,49
DB01463,0
DB01077,49
DB01077,0
DB01588,49
DB01588,0
DB01577,49
DB01273,0
DB01068,49
DB01068,0
DB01615,49
DB01615,0
DB01614,49
DB00582,0
DB01077,49
DB01104,0
DB01618,49
DB01006,0
DB01621,49
DB01621,0
DB01244,49
DB00603,0
DB01065,49
DB01065,0
DB00341,49
DB08954,0
DB00797,49
DB00343,0
DB09038,49
DB09038,0
DB00593,49
DB00593,0
DB00184,49
DB00238,0
DB00790,49
DB00982,0
DB00660,49
DB00660,0
DB08918,49
DB04574,0
DB00802,49
DB00802,0
DB09084,49
DB09084,0
DB00180,49
DB08912,0
DB01142,49
DB01142,0
DB00573,49
DB09277,0
DB00630,49
DB00520,0
DB01563,49
DB01563,0
DB00635,49
DB00635,0
DB08971,49
DB08971,0
DB00363,49
DB00363,0
DB00647,49
DB01408,0
DB00987,49
DB12070,0
DB01037,49
DB01107,0
DB00472,49
DB00572,0
DB00476,49
DB01607,0
DB00737,49
DB00737,0
DB00909,49
DB00909,0
DB08984,49
DB00908,0
DB00967,49
DB00216,0
DB01074,49
DB01074,0
DB01197,49
DB01197,0
DB01452,49
DB09034,0
DB01193,49
DB01193,0
DB00323,49
DB13783,0
DB01563,49
DB01563,0
DB00606,49
DB00606,0
DB00892,49
DB00892,0
DB00180,49
DB00180,0
DB00268,49
DB00268,0
DB01142,49
DB00373,0
DB00897,49
DB01094,0
DB01184,49
DB01184,0
DB00747,49
DB01236,0
DB00555,49
DB00555,0
DB00991,49
DB08941,0
DB13872,49
DB13872,0
DB01609,49
DB00639,0
DB00737,49
DB00737,0
DB09085,49
DB00417,0
DB00812,49
DB05294,0
DB00748,49
DB04570,0
DB00814,49
DB00115,0
DB01399,49
DB01399,0
DB01595,49
DB01253,0
DB09038,49
DB09038,0
DB01397,49
DB01397,0
DB04953,49
DB04953,0
DB00967,49
DB00967,0
DB00790,49
DB00790,0
DB00838,49
DB00838,0
DB09009,49
DB09008,0
DB01380,49
DB01380,0
DB00283,49
DB00283,0
DB01384,49
DB00303,0
DB01104,49
DB08974,0
DB01209,49
DB01209,0
DB00633,49
DB00633,0
DB00334,49
DB01366,0
DB04946,49
DB04946,0
DB00876,49
DB00855,0
DB00817,49
DB00817,0
DB09071,49
DB09071,0
DB06216,49
DB00264,0
DB01466,49
DB01466,0
DB00657,49
DB00657,0
DB01113,49
DB01113,0
DB00652,49
DB01039,0
DB00328,49
DB00328,0
DB01558,49
DB01558,0
DB01551,49
DB01551,0
DB08815,49
DB08815,0
DB01130,49
DB01130,0
DB01133,49
DB01133,0
DB09071,49
DB09071,0
DB04844,49
DB00425,0
DB01130,49
DB01130,0
DB00181,49
DB00181,0
DB01133,49
DB01133,0
DB07615,49
DB01147,0
DB09138,49
DB09138,0
DB00457,49
DB00457,0
DB01359,49
DB01359,0
DB01197,49
DB01197,0
DB09017,49
DB00234,0
DB09112,49
DB00814,0
DB01466,49
DB01466,0
DB01151,49
DB01042,0
DB01463,49
DB06267,0
DB06770,49
DB00765,0
DB00458,49
DB00458,0
DB01463,49
DB00446,0
DB08981,49
DB01274,0
DB01588,49
DB08826,0
DB01275,49
DB01275,0
DB01587,49
DB00979,0
DB00542,49
DB09166,0
DB08976,49
DB08976,0
DB00206,49
DB00206,0
DB00500,49
DB00500,0
DB01463,49
DB01463,0
DB01104,49
DB09183,0
DB01106,49
DB01106,0
DB01401,49
DB01401,0
DB00780,49
DB00612,0
DB00230,49
DB08875,0
DB05246,49
DB05246,0
DB00903,49
DB00903,0
DB00945,49
DB00945,0
DB09085,49
DB00527,0
DB01002,49
DB01002,0
DB04953,49
DB00426,0
DB01356,49
DB01356,0
DB09038,49
DB09038,0
DB01355,49
DB01167,0
DB00979,49
DB03619,0
DB00835,49
DB01610,0
DB00908,49
DB00908,0
DB00323,49
DB00323,0
DB00588,49
DB01275,0
DB01399,49
DB09257,0
DB09166,49
DB06802,0
DB02187,49
DB02187,0
DB00449,49
DB00449,0
DB08797,49
DB00176,0
DB01437,49
DB01437,0
DB00601,49
DB04711,0
DB08910,49
DB08910,0
DB01137,49
DB01137,0
DB00764,49
DB00764,0
DB06605,49
DB06605,0
DB00647,49
DB00602,0
DB06152,49
DB09227,0
DB00748,49
DB00748,0
DB01133,49
DB09128,0
DB01130,49
DB01130,0
DB01463,49
DB01463,0
DB09543,49
DB08992,0
DB00727,49
DB00727,0
DB00508,49
DB00508,0
DB00484,49
DB00484,0
DB04896,49
DB00880,0
DB01202,49
DB01202,0
DB01037,49
DB01037,0
DB00454,49
DB00454,0
DB01621,49
DB01621,0
DB00427,49
DB00916,0
DB01609,49
DB09275,0
DB08907,49
DB00705,0
DB00423,49
DB00423,0
DB00899,49
DB00899,0
DB00421,49
DB00421,0
DB06770,49
DB06770,0
DB00343,49
DB01129,0
DB09338,49
DB09338,0
DB13872,49
DB13872,0
DB01242,49
DB01242,0
DB00908,49
DB00908,0
DB00980,49
DB00980,0
DB09224,49
DB09224,0
DB00691,49
DB00691,0
DB00695,49
DB00498,0
DB01612,49
DB00770,0
DB01412,49
DB01412,0
DB00508,49
DB00508,0
DB01353,49
DB00198,0
DB01355,49
DB01355,0
DB00356,49
DB00360,0
DB00999,49
DB00999,0
DB01466,49
DB00469,0
DB00543,49
DB00543,0
DB00540,49
DB00540,0
DB01563,49
DB12267,0
DB09288,49
DB09288,0
DB01567,49
DB01567,0
DB06282,49
DB06282,0
DB00554,49
DB00554,0
DB00540,49
DB00540,0
DB00543,49
DB00458,0
DB00742,49
DB00891,0
DB00807,49
DB00807,0
DB03619,49
DB03619,0
DB01267,49
DB05316,0
DB01384,49
DB00852,0
DB00457,49
DB00359,0
DB00555,49
DB00555,0
DB00983,49
DB00983,0
DB00663,49
DB00663,0
DB04552,49
DB04552,0
DB01137,49
DB01137,0
DB00818,49
DB08957,0
DB00980,49
DB00980,0
DB00896,49
DB00896,0
DB00985,49
DB00985,0
DB00273,49
DB00273,0
DB01024,49
DB00297,0
DB04871,49
DB04871,0
DB09038,49
DB09038,0
DB06704,49
DB06704,0
DB00454,49
DB00454,0
DB09227,49
DB09227,0
DB00949,49
DB00949,0
DB00734,49
DB01122,0
DB00737,49
DB00389,0
DB08981,49
DB00927,0
DB06193,49
DB06193,0
DB01353,49
DB01194,0
DB01355,49
DB01355,0
DB00630,49
DB08976,0
DB00737,49
DB00737,0
DB00734,49
DB00734,0
DB00754,49
DB00754,0
DB00328,49
DB00328,0
DB01202,49
DB00181,0
DB00323,49
DB00323,0
DB00325,49
DB00325,0
DB13158,49
DB13158,0
DB00591,49
DB00591,0
DB00596,49
DB00596,0
DB00423,49
DB11256,0
DB00427,49
DB00427,0
DB00771,49
DB00355,0
DB09112,49
DB08897,0
DB01224,49
DB00278,0
DB09038,49
DB09038,0
DB00363,49
DB00363,0
DB09009,49
DB09009,0
DB01085,49
DB01085,0
DB01219,49
DB01219,0
DB09286,49
DB09286,0
DB00748,49
DB00748,0
DB00961,49
DB00961,0
DB00967,49
DB00413,0
DB06016,49
DB06016,0
DB08871,49
DB00900,0
DB08875,49
DB08875,0
DB08987,49
DB01139,0
DB13158,49
DB13158,0
DB00620,49
DB09112,0
DB00661,49
DB00661,0
DB00742,49
DB00742,0
DB08906,49
DB08906,0
DB01065,49
DB01065,0
DB01214,49
DB01214,0
DB00395,49
DB09204,0
DB01097,49
DB01097,0
DB09224,49
DB09224,0
DB00768,49
DB09135,0
DB01068,49
DB01068,0
DB00939,49
DB00939,0
DB00413,49
DB00413,0
DB00458,49
DB00908,0
DB06144,49
DB06144,0
DB00661,49
DB00846,0
DB11148,49
DB11148,0
DB08971,49
DB09292,0
DB00909,49
DB06795,0
DB06212,49
DB00499,0
DB00246,49
DB00246,0
DB01168,49
DB00513,0
DB06216,49
DB09124,0
DB00737,49
DB00737,0
DB01288,49
DB01288,0
DB01353,49
DB01353,0
DB04946,49
DB04946,0
DB04272,49
DB04272,0
DB00320,49
DB09275,0
DB00555,49
DB08930,0
DB08970,49
DB00835,0
DB08971,49
DB08971,0
DB00771,49
DB00771,0
DB01501,49
DB06218,0
DB01158,49
DB01158,0
DB01202,49
DB00714,0
DB00812,49
DB00812,0
DB00903,49
DB00903,0
DB00584,49
DB00584,0
DB00814,49
DB05294,0
DB00586,49
DB06441,0
DB01176,49
DB04339,0
DB00668,49
DB00668,0
DB01189,49
DB08895,0
DB13158,49
DB13158,0
DB00697,49
DB09039,0
DB01193,49
DB01193,0
DB00695,49
DB00695,0
DB01242,49
DB09276,0
DB01024,49
DB01024,0
DB00854,49
DB01173,0
DB00975,49
DB09143,0
DB01097,49
DB13879,0
DB00484,49
DB01160,0
DB00540,49
DB00540,0
DB00189,49
DB00189,0
DB00543,49
DB00543,0
DB00588,49
DB09034,0
DB08439,49
DB08439,0
DB00393,49
DB00393,0
DB00181,49
DB11596,0
DB00391,49
DB00391,0
DB00390,49
DB00374,0
DB00187,49
DB00963,0
DB09543,49
DB09543,0
DB00427,49
DB00427,0
DB09079,49
DB09162,0
DB00747,49
DB00978,0
DB00813,49
DB11921,0
DB08907,49
DB00258,0
DB00748,49
DB00397,0
DB01614,49
DB01614,0
DB00818,49
DB00818,0
DB00146,49
DB01364,0
DB00381,49
DB00867,0
DB00883,49
DB06218,0
DB00248,49
DB00947,0
DB09026,49
DB01356,0
DB00887,49
DB00570,0
DB00593,49
DB00692,0
DB01250,49
DB01250,0
DB00241,49
DB00241,0
DB00988,49
DB00988,0
DB08941,49
DB08941,0
DB00341,49
DB00341,0
DB00476,49
DB09278,0
DB01545,49
DB01545,0
DB01463,49
DB01463,0
DB01567,49
DB00701,0
DB01029,49
DB01191,0
DB00633,49
DB00633,0
DB00897,49
DB00897,0
DB01440,49
DB01440,0
DB00892,49
DB02513,0
DB00875,49
DB00280,0
DB00409,49
DB08903,0
DB00206,49
DB01429,0
DB09085,49
DB09085,0
DB00744,49
DB00891,0
DB01009,49
DB01166,0
DB08941,49
DB08941,0
DB00749,49
DB00749,0
DB00619,49
DB00736,0
DB04844,49
DB04844,0
DB00784,49
DB00784,0
DB09071,49
DB09071,0
DB00805,49
DB00805,0
DB00727,49
DB00727,0
DB00721,49
DB00721,0
DB00722,49
DB00180,0
DB00779,49
DB00779,0
DB00934,49
DB11574,0
DB00844,49
DB00844,0
DB00735,49
DB00458,0
DB00772,49
DB00772,0
DB00841,49
DB00841,0
DB09000,49
DB09000,0
DB04842,49
DB01390,0
DB01338,49
DB01338,0
DB04844,49
DB01628,0
DB01262,49
DB09295,0
DB01337,49
DB01337,0
DB12001,49
DB00338,0
DB01452,49
DB09223,0
DB01260,49
DB01260,0
DB00321,49
DB06791,0
DB00323,49
DB00323,0
DB00540,49
DB09281,0
DB00324,49
DB09146,0
DB01248,49
DB01248,0
DB01202,49
DB09167,0
DB00922,49
DB08899,0
DB00925,49
DB11660,0
DB01097,49
DB00191,0
DB00933,49
DB00499,0
DB08922,49
DB08922,0
DB00742,49
DB11817,0
DB01081,49
DB00951,0
DB00647,49
DB00647,0
DB06795,49
DB00989,0
DB09026,49
DB09067,0
DB01175,49
DB00493,0
DB01176,49
DB01622,0
DB01154,49
DB01154,0
DB09071,49
DB09071,0
DB01351,49
DB01351,0
DB00985,49
DB00985,0
DB00956,49
DB00722,0
DB00956,49
DB00956,0
DB00356,49
DB09198,0
DB01023,49
DB12026,0
DB00752,49
DB00752,0
DB01433,49
DB01433,0
DB01159,49
DB00503,0
DB01288,49
DB09147,0
DB06282,49
DB06282,0
DB01501,49
DB04855,0
DB09345,49
DB01619,0
DB09342,49
DB09342,0
DB00939,49
DB00176,0
DB01340,49
DB01340,0
DB01154,49
DB01154,0
DB00391,49
DB00924,0
DB00754,49
DB00754,0
DB00395,49
DB08909,0
DB00936,49
DB01339,0
DB01029,49
DB01029,0
DB00230,49
DB01195,0
DB00668,49
DB11989,0
DB00104,49
DB00104,0
DB01203,49
DB01203,0
DB00630,49
DB00933,0
DB00720,49
DB00423,0
DB00635,49
DB00635,0
DB09342,49
DB04865,0
DB00521,49
DB00521,0
DB08822,49
DB00720,0
DB01023,49
DB01023,0
DB01020,49
DB01020,0
DB06690,49
DB01427,0
DB00418,49
DB00224,0
DB00273,49
DB00743,0
DB01028,49
DB09102,0
DB06153,49
DB00618,0
DB00962,49
DB00962,0
DB00961,49
DB00961,0
DB01501,49
DB01501,0
DB00967,49
DB00014,0
DB01340,49
DB11156,0
DB00633,49
DB00276,0
DB00476,49
DB04571,0
DB01359,49
DB01359,0
DB00472,49
DB00472,0
DB09218,49
DB09218,0
DB00899,49
DB01370,0
DB00443,49
DB00443,0
DB01320,49
DB01337,0
DB00270,49
DB08869,0
DB00768,49
DB00768,0
DB00555,49
DB00715,0
DB08910,49
DB00226,0
DB00980,49
DB00792,0
DB00934,49
DB00934,0
DB08918,49
DB01608,0
DB00588,49
DB09241,0
DB00985,49
DB11828,0
DB01229,49
DB01229,0
DB00943,49
DB00745,0
DB01224,49
DB00186,0
DB00985,49
DB00985,0
DB01193,49
DB01193,0
DB06152,49
DB06152,0
DB08987,49
DB05351,0
DB01197,49
DB09034,0
DB13872,49
DB13872,0
DB01356,49
DB01577,0
DB01452,49
DB01452,0
DB08913,49
DB08913,0
DB00980,49
DB00452,0
DB00187,49
DB01582,0
DB00985,49
DB09262,0
DB00835,49
DB01764,0
DB00182,49
DB00746,0
DB00601,49
DB00601,0
DB08907,49
DB04846,0
DB00630,49
DB00686,0
DB00635,49
DB00635,0
DB00972,49
DB00972,0
DB01013,49
DB01168,0
DB00494,49
DB00394,0
DB00813,49
DB00813,0
DB00721,49
DB00721,0
DB09138,49
DB00239,0
DB00285,49
DB00285,0
DB00423,49
DB00423,0
DB00980,49
DB00980,0
DB01002,49
DB01002,0
DB00223,49
DB09017,0
DB01115,49
DB01115,0
DB00371,49
DB00371,0
DB01106,49
DB09292,0
DB00373,49
DB00373,0
DB01104,49
DB01104,0
DB01102,49
DB01102,0
DB01338,49
DB00782,0
DB00270,49
DB01081,0
DB00275,49
DB05266,0
DB00860,49
DB00281,0
DB01009,49
DB00970,0
DB01013,49
DB01013,0
DB01359,49
DB01359,0
DB00903,49
DB00903,0
DB01097,49
DB01097,0
DB01068,49
DB01068,0
DB08922,49
DB08922,0
DB00742,49
DB00742,0
DB00955,49
DB00956,0
DB00285,49
DB01060,0
DB01224,49
DB04571,0
DB01090,49
DB01613,0
DB00193,49
DB00193,0
DB00950,49
DB00950,0
DB00768,49
DB12598,0
DB00457,49
DB00262,0
DB01544,49
DB04861,0
DB05676,49
DB05676,0
DB01545,49
DB00887,0
DB01115,49
DB00916,0
DB00808,49
DB00808,0
DB00950,49
DB00950,0
DB01176,49
DB01176,0
DB01021,49
DB00854,0
DB00945,49
DB00332,0
DB00899,49
DB00899,0
DB01440,49
DB01066,0
DB01028,49
DB01199,0
DB00411,49
DB00411,0
DB06282,49
DB06282,0
DB00934,49
DB00934,0
DB00295,49
DB00385,0
DB00296,49
DB04840,0
DB01076,49
DB00339,0
DB00655,49
DB00655,0
DB01144,49
DB01144,0
DB00285,49
DB00285,0
DB08797,49
DB06723,0
DB06144,49
DB00454,0
DB01612,49
DB01612,0
DB01013,49
DB01013,0
DB01137,49
DB01137,0
DB00409,49
DB00409,0
DB01452,49
DB01452,0
DB06738,49
DB01180,0
DB00494,49
DB08896,0
DB01023,49
DB01023,0
DB01437,49
DB01437,0
DB00519,49
DB01111,0
DB01020,49
DB01020,0
DB01433,49
DB01433,0
DB09218,49
DB00210,0
DB00748,49
DB00748,0
DB01621,49
DB01621,0
DB06292,49
DB01100,0
DB01267,49
DB01267,0
DB09212,49
DB00736,0
DB09215,49
DB09215,0
DB09216,49
DB00246,0
DB00741,49
DB00741,0
DB00744,49
DB00526,0
DB00749,49
DB00524,0
DB00887,49
DB11148,0
DB00625,49
DB00625,0
DB00883,49
DB00883,0
DB00657,49
DB01337,0
DB12598,49
DB12598,0
DB01224,49
DB08882,0
DB00934,49
DB00934,0
DB01028,49
DB00958,0
DB01242,49
DB09021,0
DB00657,49
DB09345,0
DB00233,49
DB00233,0
DB00933,49
DB13139,0
DB01020,49
DB01020,0
DB01023,49
DB01023,0
DB00688,49
DB00688,0
DB00482,49
DB11915,0
DB00802,49
DB00802,0
DB09090,49
DB09090,0
DB01029,49
DB08994,0
DB00685,49
DB00935,0
DB01340,49
DB00218,0
DB00779,49
DB00779,0
DB00524,49
DB01351,0
DB01202,49
DB01202,0
DB04946,49
DB04946,0
DB00350,49
DB00319,0
DB01113,49
DB01586,0
DB00772,49
DB00896,0
DB00611,49
DB00611,0
DB06144,49
DB01415,0
DB00521,49
DB00521,0
DB01106,49
DB01106,0
DB00524,49
DB00524,0
DB01104,49
DB00524,0
DB01175,49
DB01175,0
DB01176,49
DB08974,0
DB09256,49
DB00586,0
DB00521,49
DB09075,0
DB00996,49
DB00434,0
DB09342,49
DB09061,0
DB09345,49
DB00896,0
DB00537,49
DB00537,0
DB01202,49
DB13139,0
DB00530,49
DB09076,0
DB12001,49
DB00297,0
DB08981,49
DB08981,0
DB00999,49
DB01159,0
DB00539,49
DB01085,0
DB00588,49
DB01437,0
DB04908,49
DB04908,0
DB05271,49
DB01328,0
DB04946,49
DB04946,0
DB01320,49
DB00230,0
DB00611,49
DB00611,0
DB00508,49
DB00508,0
DB12001,49
DB12001,0
DB00903,49
DB00903,0
DB01452,49
DB01452,0
DB09084,49
DB09084,0
DB01273,49
DB00911,0
DB09128,49
DB04865,0
DB01236,49
DB08797,0
DB01222,49
DB01222,0
DB00295,49
DB00295,0
DB00296,49
DB00820,0
DB01215,49
DB01215,0
DB00458,49
DB00458,0
DB01184,49
DB01184,0
DB00381,49
DB04794,0
DB00687,49
DB01259,0
DB13158,49
DB13158,0
DB01219,49
DB01219,0
DB09118,49
DB00975,0
DB00715,49
DB00715,0
DB01427,49
DB01427,0
DB00584,49
DB00584,0
DB00934,49
DB09084,0
DB01567,49
DB01567,0
DB08439,49
DB08439,0
DB00844,49
DB00844,0
DB00296,49
DB00296,0
DB00295,49
DB01433,0
DB00795,49
DB00795,0
DB00363,49
DB00363,0
DB00223,49
DB00223,0
DB00241,49
DB00241,0
DB08922,49
DB00486,0
DB00782,49
DB00423,0
DB04920,49
DB04920,0
DB01501,49
DB01501,0
DB00476,49
DB00389,0
DB00472,49
DB08819,0
DB06288,49
DB06288,0
DB00545,49
DB00545,0
DB00735,49
DB00735,0
DB00795,49
DB00765,0
DB09215,49
DB11079,0
DB09288,49
DB09288,0
DB09212,49
DB09212,0
DB00494,49
DB09101,0
DB01142,49
DB01142,0
DB11148,49
DB11148,0
DB01144,49
DB01144,0
DB09216,49
DB09216,0
DB00270,49
DB06401,0
DB00838,49
DB00838,0
DB01156,49
DB09462,0
DB00399,49
DB01545,0
DB01423,49
DB01423,0
DB00241,49
DB00241,0
DB00394,49
DB00394,0
DB09017,49
DB09017,0
DB00685,49
DB00653,0
DB01159,49
DB01159,0
DB01076,49
DB00240,0
DB09071,49
DB09071,0
DB00434,49
DB03585,0
DB00373,49
DB00307,0
DB00436,49
DB00436,0
DB01239,49
DB06782,0
DB00883,49
DB01153,0
DB06736,49
DB06736,0
DB06738,49
DB06738,0
DB00363,49
DB01185,0
DB01245,49
DB00214,0
DB13025,49
DB01167,0
DB00612,49
DB00602,0
DB01275,49
DB08811,0
DB00341,49
DB00341,0
DB00887,49
DB00887,0
DB00394,49
DB01333,0
DB00807,49
DB00315,0
DB00794,49
DB00794,0
DB01595,49
DB01595,0
DB00399,49
DB00399,0
DB01452,49
DB01452,0
DB00508,49
DB00929,0
DB04920,49
DB00014,0
DB01222,49
DB09281,0
DB01239,49
DB00231,0
DB01234,49
DB01234,0
DB01235,49
DB01235,0
DB01407,49
DB01407,0
DB00273,49
DB00273,0
DB00678,49
DB01175,0
DB00802,49
DB00802,0
DB01463,49
DB01463,0
DB01466,49
DB01466,0
DB00903,49
DB06715,0
DB01234,49
DB09561,0
DB00305,49
DB00305,0
DB01242,49
DB01242,0
DB00363,49
DB00363,0
DB00860,49
DB09265,0
DB00715,49
DB00373,0
DB04865,49
DB03793,0
DB00462,49
DB00525,0
DB00180,49
DB00307,0
DB09342,49
DB09342,0
DB06700,49
DB06700,0
DB01377,49
DB00908,0
DB09345,49
DB09345,0
DB00458,49
DB00458,0
DB01076,49
DB01586,0
DB00812,49
DB00362,0
DB01587,49
DB01587,0
DB00814,49
DB09030,0
DB00805,49
DB00805,0
DB01588,49
DB01588,0
DB01501,49
DB01501,0
DB00210,49
DB00210,0
DB01137,49
DB00936,0
DB04946,49
DB01029,0
DB01275,49
DB02959,0
DB08893,49
DB09009,0
DB00647,49
DB08874,0
DB00692,49
DB00609,0
DB00814,49
DB00685,0
DB00812,49
DB00812,0
DB00695,49
DB00695,0
DB01267,49
DB00805,0
DB09256,49
DB01418,0
DB01047,49
DB01047,0
DB08987,49
DB00820,0
DB00909,49
DB00283,0
DB00907,49
DB00027,0
DB00904,49
DB00244,0
DB00861,49
DB00861,0
DB01122,49
DB01122,0
DB01178,49
DB01178,0
DB01178,49
DB04339,0
DB11106,49
DB11106,0
DB01013,49
DB00831,0
DB01013,49
DB01013,0
DB01176,49
DB01075,0
DB01176,49
DB01176,0
DB01174,49
DB01223,0
DB01028,49
DB00443,0
DB01176,49
DB06712,0
DB01161,49
DB01161,0
DB01059,49
DB01059,0
DB00409,49
DB01603,0
DB00964,49
DB00964,0
DB00966,49
DB06698,0
DB09345,49
DB01624,0
DB01209,49
DB08943,0
DB00968,49
DB00968,0
DB00768,49
DB00768,0
DB00688,49
DB00688,0
DB01614,49
DB00847,0
DB01615,49
DB00730,0
DB06282,49
DB00430,0
DB00313,49
DB00313,0
DB01618,49
DB01618,0
DB09286,49
DB00690,0
DB00735,49
DB00735,0
DB00502,49
DB00502,0
DB00841,49
DB01624,0
DB01037,49
DB01037,0
DB00814,49
DB00592,0
DB01337,49
DB01337,0
DB01236,49
DB06711,0
DB01239,49
DB01239,0
DB01338,49
DB01338,0
DB00179,49
DB01170,0
DB00742,49
DB00744,0
DB00722,49
DB06290,0
DB00727,49
DB00727,0
DB00708,49
DB00708,0
DB00647,49
DB00647,0
DB00795,49
DB00795,0
DB00273,49
DB00273,0
DB09225,49
DB09225,0
DB09224,49
DB09224,0
DB06738,49
DB00336,0
DB01621,49
DB01621,0
DB00647,49
DB00647,0
DB01233,49
DB01233,0
DB00282,49
DB00565,0
DB00288,49
DB00639,0
DB01238,49
DB01238,0
DB01239,49
DB01239,0
DB00630,49
DB00809,0
DB00653,49
DB00653,0
DB01615,49
DB01615,0
DB00635,49
DB09082,0
DB01236,49
DB06704,0
DB00655,49
DB00665,0
DB01618,49
DB00495,0
DB01210,49
DB01210,0
DB04865,49
DB00432,0
DB00500,49
DB00500,0
DB00227,49
DB00227,0
DB09477,49
DB09477,0
DB07615,49
DB07615,0
DB00253,49
DB00253,0
DB04946,49
DB04946,0
DB00184,49
DB00184,0
DB00185,49
DB00185,0
DB00700,49
DB00700,0
DB00975,49
DB00975,0
DB00703,49
DB00703,0
DB00195,49
DB06176,0
DB00706,49
DB00706,0
DB00949,49
DB00963,0
DB01024,49
DB01024,0
DB04842,49
DB00308,0
DB13025,49
DB13025,0
DB00246,49
DB01032,0
DB00443,49
DB04844,0
DB00838,49
DB00838,0
DB01077,49
DB01077,0
DB04946,49
DB04946,0
DB01175,49
DB01175,0
DB01544,49
DB08893,0
DB01028,49
DB00274,0
DB08882,49
DB08882,0
DB01021,49
DB01021,0
DB00801,49
DB00801,0
DB00722,49
DB09009,0
DB00519,49
DB00681,0
DB00393,49
DB11793,0
DB00727,49
DB00727,0
DB01037,49
DB01037,0
DB06700,49
DB06700,0
DB09242,49
DB09242,0
DB01338,49
DB01338,0
DB00950,49
DB00950,0
DB00653,49
DB00653,0
DB00860,49
DB00860,0
DB05246,49
DB06228,0
DB00975,49
DB00998,0
DB00909,49
DB00909,0
DB08994,49
DB00176,0
DB00678,49
DB00678,0
DB00903,49
DB01600,0
DB06282,49
DB06282,0
DB01222,49
DB01164,0
DB01209,49
DB01209,0
DB01144,49
DB01356,0
DB00755,49
DB00755,0
DB08815,49
DB13595,0
DB00153,49
DB00975,0
DB01024,49
DB00319,0
DB09342,49
DB09342,0
DB00489,49
DB00489,0
DB01175,49
DB01175,0
DB00812,49
DB01558,0
DB00246,49
DB00246,0
DB01551,49
DB01551,0
DB00283,49
DB00283,0
DB04908,49
DB01298,0
DB00814,49
DB00814,0
DB01558,49
DB01558,0
DB13025,49
DB00362,0
DB00661,49
DB00661,0
DB01113,49
DB00541,0
DB06725,49
DB06725,0
DB01351,49
DB00503,0
DB08918,49
DB08918,0
DB00749,49
DB00749,0
DB04946,49
DB04946,0
DB08941,49
DB08941,0
DB09084,49
DB09295,0
DB01551,49
DB01551,0
DB00734,49
DB00734,0
DB00744,49
DB01400,0
DB00737,49
DB00333,0
DB00343,49
DB00343,0
DB06594,49
DB00368,0
DB01615,49
DB01615,0
